__label__Thriller __label__Horror __label__Adventure __label__Crime	In his remote jungle hideout the evil Fu Manchu has discovered a deadly poison in a lost city in the Amazonian jungle that affects only men Women can become carriers of the kiss of death by being bitten by venomous snakes The poison causes blindness followed six weeks later by death Using mind control he aims the women at Nayland Smith and others to prevent them from interfering with his plan to prepare millions of doses and spread them around the worlds major cities in a plot to control the world
__label__Thriller __label__Animation __label__Adventure __label__Family __label__Fantasy	 A curious fairy girl named Crysta sees a part of the world she has never seen before beyond FernGully a rainforest near Mount Warning Australia She believes humans dwell on Mount Warning but the wise sprite of the forest and Crystas motherly figure Magi Lune says humans are now extinct driven away by an attack by Hexxus the spirit of destruction and all that is toxic to nature never to return and presumed dead Hexxus was defeated by the fairies and imprisoned inside a tree Crysta mentions a black cloud that she saw rising near the mountain and Magi identifies it as smoke but dismisses her speculation that the smoke might be Hexxus Befriending an uncoordinated and comical fruit bat named Batty Koda who has been experimented on by humans and now has wires and antennas fused into his head Crysta heads to Mount Warning where she finds dead trees all marked with red aerosol paint crosses which mark them for cutting The source of the smoke is the exhaust from a huge tree leveler She finds male humans and accidentally shrinks one named Zak in trying to prevent him from being crushed by a tree Batty swoops in and rescues Zak and Crysta caught in a spider web on that tree Zak goes on a wild adventure with Crysta and Batty dodging a hungry Goanna lizard named Lou and begins to fall in love with Crysta Meanwhile Zaks superiors cut down an enchanted baobab tree that Zak had inadvertently painted an X mark on as he tried to spray a fly bothering him discovering too late that Hexxus has been released from the tree Seeking revenge upon the fairies of FernGully for imprisoning him Hexxus gains power by feeding on the pollution specifically the energy and smoke produced by the leveler He manipulates the lumberjacks and their tree leveler into tearing down the rainforest in the direction of the fairies by the next morning Eventually Zak tells the truth about who he his and how the humans are destroying FernGully The fairies join forces and fuse their powers together creating a protective tree cage Magi sacrifices herself giving her power to the fairies and Zak leaving Crysta and the other fairies to defeat Hexxus Zak turns off the leveler making Hexxus lose all the energy he was gaining from it and disappear but he soon rips out of the machine as a giant firebreathing skeleton creature made of oil Crysta seemingly sacrifices herself like Magi did by allowing Hexxus to devour her completely and uses her powers from inside him to grow a seed she had with her imprisoning both Hexxus and the leveler inside a new tree with help from the fairies led by Pips Soon afterwards she emerges unharmed and alive from a flower Crysta sadly resizes Zak to normal size and he sets off with his fellow lumberjacks Tony and Ralph to try to stop the destruction of the rainforests Crysta takes Magis place after finally learning how to control her powers
__label__Drama __label__Action __label__Musical __label__Thriller __label__Adventure __label__Romance	In 1882 Irish dream chaser Patrick Patsy OBrien Arthur Sinclair  and his daughter Kathy  have failed to strike it rich in the diamond mines of Kimberley South Africa They persuade a reluctant Allan Quatermain  to give them a lift to the coast in his wagon Along the way they encounter another wagon carrying two men in bad shape Umbopa  recovers but Silvestra  dies after boasting to Quatermain that he has found the way to the fabled mines of Solomon Patsy finds the dead mans map He sneaks off during the night unwilling to risk his daughters life Kathy is unable to persuade Quatermain to follow him Instead they rendezvous with Quatermains new clients Sir Henry Curtis John Loder  and retired navy Commander Good  out for a bit of big game hunting Kathy steals Quatermains wagon to go after her father When they catch up with her she refuses to go back with them so they and Umbopa accompany her across the desert and over the mountains as shown on the map During the arduous trek Curtis and Kathy fall in love On the other side of the mountains they are surrounded by unfriendly natives and taken to the kraal of their chief Twala Robert Adams  to be questioned Twala takes them to see the entrance of the mines guarded by the feared witch doctor Gagool  That night Umbopa reveals that he is the son of the former chief who was treacherously killed by the usurper Twala He meets with dissidents led by Infadoos  who are fed up with Twalas cruel reign Together they plot an uprising for the next day during the ceremony of the smelling out of the evildoers However Umbopa needs Quatermain to come up with something that will counter  the magic of Gagool During the rite Gagool chooses several natives who are killed on the spot Good notices in his diary that there will be a total solar eclipse that day The quickthinking Quatermain predicts it as Gagool approaches Umbopa Umbopa reveals his true identity to the people during the height of the eclipse and the rebellion erupts Both sides gather their forces during the ensuing battle Curtis kills Twala ending the civil war In the fighting Kathy slips away to the mine to look for her father She finds him inside immobilized by a broken leg but clutching a pouch full of diamonds It is then learned that the mine is also cojoined with a volcano Quatermain Curtis and Good follow her but Gagool sets off a rockfall to seal them in Umbopa pursues Gagool back into the mine where the witch doctor is crushed by falling rocks The new chief manages to free his friends and gives them an escort to help them cross the desert
__label__Adventure __label__Comedy	In London concert pianist Daubenny Carshott desires the beautiful Stella Raff Stella agrees to marry him if he brings back a large pearl with his own hands from Thursday Island Daubenny travels to the island where he buys a lugger and a house from the villainous Mendoza He also befriends another diver Craig Henderson and the beautiful Lorna Quidley whose father Captain Quidley teaches Daubenny to dive Daubenny finds a pearl but loses it when Mendoza attacks him He discovers Craig Henderson is also on a mission from Stella When Stella arrives on the island Daubenny rejects her and marries Lorna instead
__label__Mystery __label__Horror __label__Crime	Expand section In the France of the 1870s a string of strange murders happen in the Rue Morgue The authorities are baffled but they do have one man who may have the answers Prof Dupin When he is approached by the police to help he agrees Soon a set of suspects are found including a sailor named Jacques and a professor named Marais who is involved in unauthorized  animal experiments
__label__Thriller __label__Crime	A wifes husband is cheating on her She decides to go on a road trip with her husbands other woman While driving the two women pick up a hitchhiker The man they pick up may be a robber and murderer on the run from the cops A policeman who is tracking the hitchhiker has a close eye on them but the question is whyhttpwwwimdbcomtitlett0112515
__label__Drama __label__Crime	Michelle Jordan  is a young energetic 8yearold girl whose mother Cassy Jordan  goes after man after man neglecting her child who has never met her father Searching for love in all the wrong places Cassy finds a man named Reggie  who seems to be the right man in Michelle and Cassys life But four short years later at the age of 12 Michelle is raped and sexually abused by Reggie Years later Michelle  who is now all grown up is left with bitterness in her heart and leaves home wanting to get away from all of her past memories Being led astray Michelle leads a life of stripping prostitution and drugs But when Michelle goes to jail everything changes and she leaves realizing she has to make a change in her life On her way to beginning that new life she runs into an old childhood friend named Todd who gives her a ride to the halfway house where she will be living with a friend Nicole who will help her to get her life back on track Unfortunately on her way to starting her life over she runs into some such familiar roadblocks as Reggie her mother and Pervis her expimp and drug supplier and she begins to spiral backwards again This time though she is invited to a revival and people like Bishop TD Jakes her godmother Twana her friend Nicole and Todd try to help her maintain herself along the right path But can Michelle give in and forgive the man who molested and raped heror will she give out and go back to a life of hate and unforgiveness
__label__Thriller __label__Action __label__Crime	In the film a hitman  teams with a young Washington DC detective  in a highstakes investigation that leads from dingy back alleys all the way to the power corridors of New Orleans The unlikely duo brought together by two vicious murders take on all who stand in their way willing to sacrifice everything to exact revenge
__label__Thriller __label__Drama __label__Crime	Jayarajan  an overenthusiastic assistant manager at a tea plantation plans to loot a huge amount He lures two debtridden subordinates Chandran Rahman  and Johnny  into his conspiracy Though unwillingly both agree But during their attempt AKMenon Janardhanan  the manager of the company catches them redhanded To keep matters under wraps Jayarajan enters Menons house at night along with Johnny and Chandran Jayarajan kills Menon and escapes from the house He acts normal the next day and provides help to the police But both Johnny and Chandran feel guilty Jayarajan threatens both to keep silent and act as if nothing happened Soon however Jayarajan is elevated as the new Manager of the company Devi  the virgin young widow of Menon arrives at the plantation for future financial formalities Jayarajan who already was having an affair with Padma a nurse now eyes Devi He succeeds in taking her to bed and plans to take up all the financial benefits that she may get as Menons bereavement benefits But a cop Ravi  becomes suspicious of Jayarajan although he finds himself no match for the flawless and naturally responsive demeanour of Jayarajan However neither is he shunning his illicit relationship with Padma an occasional prostitute and a nurse by profession In a strange turn of events for fear of a fainthearted Chandran spilling out the beans of the Managers murder and to satiate his avarice and taste of the fresher flesh Jayarajan finishes off Johnny and Padma His impeccable yet vile and strong character raises no suspicions of the two new deaths of anybody except Chandran whose silence Jayarajan buys with scare tactics Meanwhile the elderly owner of the estate  visits the plantation Knowing that his young daughter Vasanthi is set to inherit the company Jayarajan tries to woo her too But Devi becomes a hindrance in his plans and her insistence for a marriage pushes him to plot killing her too But before he can kill Devi Chandran informs Vasanthi the truth about the death of Menon and both succeed in calling up cops But before getting arrested by Ravi Jayarajan jumps down and commits suicide
__label__Thriller __label__Drama __label__Crime	Marcel  is released from prison hoping to reconcile with his dying father Albert  Marcel is also harassed by a corrupt gay cop Marcel returns to his father who reveals that he has money and drugs stashed away for him Marcel and his gay former cellmate both corner the corrupt cop and get their revenge on him Julie  is Marcels former girlfriend who works in a sex club peep show
__label__Drama __label__Action __label__Thriller __label__Biography __label__Comedy __label__Romance __label__Crime	Tired of being rejected by the beautiful women he lusts after Chuck Barris  moves to Manhattan to become an NBC page with dreams of becoming famous in television but is eventually fired He moves back to Philadelphia and becomes Dick Clarks personal assistant on American Bandstand in 1961 There he writes the successful Palisades Park song and falls in love with a woman named Penny Pacino  Chuck is given permission to pitch the concept for The Dating Game at the American Broadcasting Company  he receives 7500 to create a television pilot for the studio However ABC abandons The Dating Game in favor of Hootenanny One night after Barris is kicked out of a bar for fighting he is approached by CIA agent Jim Byrd  who recruits him as an assassin Returning from a mission in Mexico Barris finds that Penny has become a hippie Meanwhile ABC decides to greenlight The Dating Game and by 1967 the TV show is a phenomenon Barris takes another mission for the CIA in Helsinki Finland where he meets gorgeous operative Patricia Watson  He finds more success back home when The Newlywed Game goes on air He and Penny decide to move to Los Angeles into a house but Barris is cautious of marriage much to Pennys dismay The journey in Barris life is tied in to the story of Thomas Carlyles main character in Sartor Resartus Teufelsdrckh and this parallel is referred to throughout the film In 1970 Byrd convinces Barris to go on another mission in West Berlin to assassinate communist Hans Colbert There Barris is introduced to GermanAmerican agent Keeler  and is held captive by the KGB for some weeks In 1976 Los Angeles Barris creates The Gong Show and becomes even more famous as its host he is also criticized for lowering the general quality of television Meanwhile Keeler is murdered and Byrd warns Chuck of a mole in the agency His TV shows are canceled due to poor ratings and Penny threatens to leave him after catching him cheating on her One night Barris finds Byrd sitting atop the diving board of his backyard pool Byrd reveals to Barris why he fit the profile of a CIA assassin and mysteriously dies Faced with the unpleasant truth about himself Barris begins to spiral out of control After almost having a nervous breakdown on his own show Barris shuts himself away in a New York City hotel Penny manages to find him there and tries in vain to convince him to return to California to get married Barris finally leaves his room and confronts Patricia in Boston There he finds that she is the mole Byrd warned him about Barris kills Patricia and begins to write his autobiography Confessions of a Dangerous Mind He finally decides to marry Penny After the ceremony he confesses to her his double life as a CIA agent and assassin but she merely laughs assuming he is joking and he decides not to correct her In 2002 he prepares for an interview for the film adaptation of his autobiography
__label__Drama __label__Action __label__Adventure __label__Crime	Boxer is an action film in the mould of Sylvester Stallone s Rocky series Dharma  works as a Boxer with Kashmir Silk Mills the Managing Director is very pleased with him and assures him that if he wins the next boxing bout against Shera he will send him to London Unfortunately Dharma loses the bout he is grievously injured unable to box anymore and shortly thereafter he is fired from his job Thereafter an embittered Dharma takes to drinking alcohol in a big way ignoring his pregnant wife Savitri   young son Shankar Things get worse when Savitri gives birth to a second baby boy Sonu Then in order to make ends meet Shankar takes to stealing and hiding from the law Years later Shankar now a career criminal is arrested for stealing a watch from a man coming out of a jewellery store he is tried in court and sentenced to jail for 6 months In prison he meets with boxing manager Tony Braganza and after his release he starts to train with him and eventually challenges the reigning Champion Raghu Raj The music was composed by legend Rahul Dev Burman and a song Hai Mubarak Aaj ka Din Shadmani was superhit
__label__Thriller __label__Drama __label__Crime	Steve Everett  is an Oakland journalist recovering from alcoholism who is assigned to cover the execution of convicted murderer Frank Beechum  Everett discovers that Beechum might be innocent but has only a few hours to prove his theory and save Beechums life Eventually Steve learns that the killer was a young man named Warren who was himself killed three years previously but Steve is unable to prove it Steve sees a necklace which belonged to the victim on TV and remembers Warrens grandmother wearing it when he visited her He confronts her again but she has come to the same realization about the murder They rush off to alert the governor as the execution starts They reach the governor just in time to save Frank The 2003 American movie called The Life of David Gale followed a similar plot though the outcomes are different
__label__Thriller __label__Mystery __label__Horror __label__Crime	A week after the burial of Robert and Katherine Thorn archeologist Carl Bugenhagen  asks his friend Michael Morgan  to deliver a box to the guardian of Thorns young son Damien He reveals that Damien is the Antichrist and that the box contains a warning and the means to kill Damien As Morgan is unconvinced Bugenhagen takes him to the ruin of Yigaels wall showing him an ancient depiction of the Antichrist with Damiens face Morgan is now convinced but the two are buried alive as a tunnel collapses Seven years later 12year old Damien  is living with his uncle industrialist Richard Thorn  and his wife Ann  He gets along well with his cousin Mark  Richards son with whom he is enrolled in a military academy However he is despised by Aunt Marion  who favors Mark and thinks Damien a bad influence even threatening to cut Richard out of her will if he does not separate the two boys The same night the appearance of a raven wakes her and causes a fatal heart attack Through a friend Dr Charles Warren  who is the curator of the Thorn Museum Richard is introduced to journalist Joan Hart  She was a colleague of Keith Jennings David Warner  from the previous film Having seen Yigaels Wall she draws a link to all the deaths that surrounded Damien including Jenningss She tries to warn Richard but he throws her out of his limousine After a confrontation with Warren and Ann Thorn at the Thorn Museum she becomes unsure as to whether Damiens face matches the painting on Yigaels Wall Hart goes to meet Damien at his school but when she sees his face she drives off in a panic On the road her cars engine mysteriously dies She is attacked by a raven which pecks her eyes out It flies away and blinded she wanders into the street where she is run over by a passing truck At Thorn Industries manager Paul Buher  suggests expanding the companys operations into agriculture however the project is shelved by senior manager Bill Atherton  who calls Buhers intention of buying up land in the process immoral At Marks birthday Buher introduces himself to Damien invites him to see the plant and also speaks of his approaching initiation Buher seemingly makes up with Atherton who drowns after falling through the ice at a hockey game the following day A shocked Richard leaves on vacation As Richard agreed to the agriculture project in principle and left him in charge of the company Buher then initiates the plans on his own Meanwhile at the academy Damiens new commander Sgt Neff  takes the boy under his wing and warns him not to draw any attention to himself until the right moment He also points him to Revelation chapter 13 in which Damien reads about the beast Finding its number 666 scarred onto his scalp he flees the Academy grounds in a terrified panic distraught at being chosen as the vehicle for Satans will Another Thorn employee Dr David Pasarian  alerts Buher that some people were murdered after having refused to sell their land Before Pasarian can inform Richard the next day his is the victim of a fatal accident at work He and his assistant are killed by toxic fumes released from machinery that mysteriously exploded The accident injures Damiens class who were visiting the plant Damien alone is unharmed but is taken to the hospital as a precaution A doctor  discovers that Damiens blood cell structure resembles that of a jackal but before he can report this he is cut in half by a falling elevator cable Meanwhile Bugenhagens box has been found in the ruins and delivered to the Thorn Museum Dr Warren opens it and finds the Seven Daggers of Megiddo the only weapons able to kill Damien along with a letter explaining that Damien is the Antichrist Warren rushes to inform Richard who angrily refuses to believe it and throws him out of the house The next day Richard confronts Anne with the letter but she convinces him that it is preposterous Mark who overheard Richards altercation with Warren confronts Damien who first reluctantly and then proudly admits to being the Devils son Damien tries to convince Mark that he truly cares for him as his brother and asks Mark to join him but Mark refuses Damien kills Mark by introducing an aneurysm into his brain Shaken by his sons death Richard follows Warrens invitation to New York A halfcrazed Warren takes him to Yigaels Wall stored in a cargo carrier on which a horrified Richard sees Damiens image Seconds later a switching locomotive impales Charles and crushes him against the carriage destroying the wall and convincing Richard beyond doubt that Damien is the Antichrist Upon his return Richard has Damien picked up from a ceremony at the academy and argues with Ann about him When they find the daggers in Warrens office in the Thorn Museum Ann uses them to kill Richard proclaiming that she always belonged to him Ann is then engulfed by a fire caused by Damien who overheard the altercation from outside Damien now heir to Thorn Industries exits the museum and is picked up by the family driver Murray as the fire department arrives
__label__Drama __label__Comedy __label__Crime	The movie opens at an airport with a distinguished looking man Casey  pickpocketing a deaf man of his wallet Casey then meets his old friend Harry  at his arrival gate Later the action moves to Ray  who is seen making various obviouslyinept attempts to steal watches and wallets in Seattles Union Station Sandy  waiting for a train to Chicago watches him with amusement securing her own possessions when Ray sits close by He does however manage to get away with her watch though she chases him down to get him to confess While talking with Ray however her purse and suitcase both unwatched are spirited away by an unseen thief Bereft of all her possessions and money shes stranded in Seattle Ray promises to help her get back on the road but his way of raising funds is to sell his inventory of stolen watches  watches so poor that the fence is only willing to pay a fraction of the money Ray promised Sandy As a favor the fence tips Ray off to the presence of a recruiter for a wire mob  a travelling professional pickpocketing band  in town who will be hanging out at a restaurant in the Pioneer Square district Ray decides to try it out Sandy whos formed an emotional bond with Ray decides to tag along At the restaurant they meet Casey who introduces them to Harry Caseys protege and cannon  the term for a known and skilled professional pickpocket After discussion and doubts on Harrys part  Sandy and Ray are given money to buy better clothes and Harry and Casey begin to train them in the parts theyre to play  principally that of the stall or the members of the team who will provide distraction in order for Harry to get into the mark and make the dip Harry also inculcates them into the groups modus operandi and operations The team travels firstclass  everything the best  the best food the best clothes the best hotels In this way they are able to blend into and appear as the classes they are trying to pickpocket Sandy being physically attractive gives the team added advantages in that male marks can presumably mostly have their attention diverted by an attractive young lady in revealing fashions During the course of the movie the mob travels from Seattle to Victoria BC to Salt Lake City Sandy and Ray becoming progressively more adept in their roles Along the way Rays ambition to become more than a mere stall and the tension between Ray and Harry brought on by the presence of Sandy produce stresses on the group but by the time the team arrives in Salt Lake City the wire mob have merged into a moreorless cohesive and successful unit In the meantime though Rays ambition has gotten him through ingratiation to convince Casey to take him on as a student Caseys training turns Ray into am much more accomplished pickpocket and when in Salt Lake City Ray and Sandy begin working on their own time and keeping the take Moreover Ray keeps the id and effects of the people he lifts from wanting to study them two things that threaten the survival of the group and makes Harry furious with Ray Events come to a head in Salt Lake City when Casey is arrested when a botched handoff from Ray allows the victim to see his wallet in plain sight protruding from Caseys jacket pocket Caseys case turns complicated when cocaine is found on him and becomes more than just a case of springing him from jail on a pickpocketing charge Harry decides to raise extra funds quickly by hitting a regional horse show at the Salt Palace arena  and Ray who had decided to split from the group agrees to go in for Caseys sake Working over the Salt Palace crowd goes rather smoothly but building security have been alerted that Harry is in town and its only a matter of time before they catch him  deliberately taking the fall by disposing of the evidence in a wastebasket rather than handing off to Ray The film closes as Sandy and Ray above suspicion watch as Harry is led away by SLC police and building security to an uncertain future
__label__Thriller __label__Drama __label__Biography __label__Crime	Henry Hill  admits As far back as I can remember I always wanted to be a gangster referring to his idolizing the Lucchese crime family gangsters in his bluecollar predominantly ItalianAmerican neighborhood in East New York Brooklyn in 1955 Wanting to be part of something significant Henry quits school and goes to work for them His IrishAmerican father tries to stop Henry after learning of his truancy but the gangsters threaten the local postal carrier with dire consequences should he deliver any more letters from the school to Henrys house Henry is able to make a living for himself and learns the two most important lessons in life Never rat on your friends and always keep your mouth shut the advice given to him after being acquitted of criminal charges early in his career Henry is taken under the wing of the local mob capo Paul Paulie Cicero  and his associates Jimmy The Gent Conway  who loves hijacking trucks and Tommy DeVito  an aggressive armed robber with a hairtrigger temper In late 1967 they commit the Air France Robbery marking Henrys debut into the big time Enjoying the perks of their criminal life they spend most of their nights at the Copacabana with countless women Henry meets and later marries Karen  a Jewish girl from the Five Towns Karen is initially troubled by Henrys criminal activities but is soon seduced by his glamorous lifestyle When a neighbor assaults her for refusing his advances Henry pistolwhips him in front of her She feels aroused by the act especially when Henry gives her the gun and tells her to hide it On June 11 1970 Tommy  brutally beats Billy Batts  a mobster with the Gambino crime family for insulting him about being a shoeshine boy in his younger days However Batts was a made man meaning that he could not be touched without the consent of his Gambino family bosses Realizing that this was an offense that could get them all killed Jimmy Henry and Tommy need to cover up the murder They transport the body in the trunk of Henrys car and bury it upstate Six months later Jimmy learns that the burial site will be developed forcing them to exhume the decomposing corpse and move it Henry begins to see a mistress named Janice Rossi  setting her up in an apartment When Karen finds out she goes to Janices apartment building to confront her but is not let in past the front door She then confronts Henry points a revolver at his face and threatens to kill both of them demanding to know if he loves Janice Karen cannot bring herself to kill him and an enraged Henry threatens Karen with the gun and says he has bigger concerns like being murdered on the streets Henry goes to live in the apartment with Janice Paulie soon directs him to return to Karen after completing a job for him Henry and Jimmy are sent to collect from an indebted gambler in Florida which they succeed at after beating him However most of the crew are arrested after being turned in by the gamblers sister a typist for the FBI In prison Henry sells drugs to support his family on the outside Soon after he is released in 1978 the crew commits the Lufthansa heist at John F Kennedy International Airport Despite Paulies warning to stop Henry further establishes himself in the drug trade convincing Tommy and Jimmy to join him Jimmy has the other participants in the Lufthansa robbery killed after they ignore his command to not immediately buy expensive things with their share of the stolen money Then Tommy is killed for the murder of Billy Batts having been fooled into thinking that he is going to be made By 1980 Henry is a nervous wreck from cocaine use and insomnia as he tries to organize a drug deal with his associates in Pittsburgh However he is caught by narcotics agents and sent to jail On his release Karen tells him that she flushed 60000 worth of cocaine down the toilet to prevent the FBI agents from finding it during their raid leaving Henry and his family virtually penniless Feeling Henry betrayed him by dealing drugs Paulie gives Henry 3200 and ends his association with him Henry decides to enroll in the Witness Protection Program after realizing that Jimmy intends to have him killed Forced out of his gangster life he now has to face living in the real world Im an average nobody I get to live the rest of my life like a schnook Titles explain that Henry was subsequently arrested on drug charges in Seattle Washington but has been clean since 1987 Paul Cicero died in Fort Worth Federal Prison of respiratory illness in 1988 at 73 Jimmy as of 1990 was serving a 20yeartolife sentence in a New York State prison
